case_number,source,prompt,evaluation_seed,coco_id
10393,coco-30k,A bench and trees on top of a hill.,74341,571531
10394,coco-30k,A herd of sheep grazing on grass in a field.,12305,579885
10395,coco-30k,a bus pulling up to the bus stop in a city,50625,463084
10396,coco-30k,a sunset over the water with birds in the air,26011,47898
10397,coco-30k,Top of a fire hydrant covered in pink paint.,12175,423256
10398,coco-30k,A purse is sitting on top of a cutting board.,49851,12268
10399,coco-30k,A banana sitting on top of a sidewalk near a street.,39654,306989
10400,coco-30k,A airplane is on display behind an enclosure with snow on the ground,98592,399966
10401,coco-30k,A woman sitting on a unique chair beside a vase. ,91628,327601
10402,coco-30k,a stop sign and railway crossing sign on a pole,31417,44520
10403,coco-30k,The train moves thru this part of the city.,65198,270009
10404,coco-30k,A bird looks out across a body of water.,7773,480205
10405,coco-30k,Cars have stopped for a red light at the top of a hill. ,2847,473050
10406,coco-30k,A large group of chickens stand together in a building. ,10635,500468
10407,coco-30k,A seagull drinks water from a pool of water. ,6209,213361
10408,coco-30k,A man rides a horse through a creek.,55270,324776
10409,coco-30k,Two roosters standing next to a wooden fence.,63236,335929
10410,coco-30k,A bird sitting on a branch outside above rocks.,35858,373591
10411,coco-30k,The welcome sign in the city of Reno on the street.,63070,453427
10412,coco-30k,THERE ARE SHEEPS THAT ARE EATING GRASS IN THE FIELD,1401,558483
10413,coco-30k,a busy street with a lot of cars on it,80570,572889
10414,coco-30k,An airport topped with lots of planes under a cloudy blue sky.,57916,262940
10415,coco-30k,A bird flying through a blue sky with wide wings.,30128,264335
10416,coco-30k,A group of animals grazing on a lush green field.,65253,44699
10417,coco-30k,"This highway is empty this early on the morning,",83842,244379
10418,coco-30k,A white bus parked next to a sidewalk near a fence.,11003,201934
10419,coco-30k,A blue bus driving down a street next to trees.,82788,374485
10420,coco-30k,A couple of double decker buses driving down a street.,11012,242034
10421,coco-30k,A traffic light sitting on the side of a road.,90587,181007
10422,coco-30k,A humming bird standing on top of a green feeder.,15627,284279
10423,coco-30k,A stop sign and a one way sign are on the corner of a town block.,25761,567644
10424,coco-30k,A train with a green and orange stripe is sitting on the tracks.,7585,225093
10425,coco-30k,A float in a parade on a sunny day.,14329,38029
10426,coco-30k,A train is sitting beside a railroad track.,98730,387216
10427,coco-30k,A blue street sign attached to a pole.,51403,309571
10428,coco-30k,A traffic sign hung upside down on a pole. ,44309,172979
10429,coco-30k,A female sheep with her two young lambs.,18111,370609
10430,coco-30k,A group of people walking across a busy city street.,48296,184324
10431,coco-30k,A train car sitting underneath a enclosure near a pole..,81472,399567
10432,coco-30k,A very cute goat standing in some very tall grass.,15752,300737
10433,coco-30k,A big city street at night with the ghost of a taxi driving through an intersection.,10873,561570
10434,coco-30k,A very cute cat near a bunch of birds.,89154,9041
10435,coco-30k,Lambs grazing in a green pasture near the seaside.,43121,169389
10436,coco-30k,"A very large, older bus sitting in the grass.",69333,373521
10437,coco-30k,A small green bridge over a quiet looking road.,28052,483469
10438,coco-30k,A passenger train that is going over a bridge.,55480,78892
10439,coco-30k,A giraffe out in the wild on a cloudy day ,96973,420466
10440,coco-30k,A wooden bench that is overlooking a body of water.,35838,573033
10441,coco-30k,A fence lines the street and creates a barrier from sidewalk.,33019,301926
10442,coco-30k,People crossing a street in front of a taxi and tour bus.,43179,373353
10443,coco-30k,A fire department with a sign out front ,95934,308391
10444,coco-30k,A transit bus riding through a city street at night.,69668,176037
10445,coco-30k,A bullet train is going through a tunnel.,65884,344513
10446,coco-30k,A young couple has just gotten married. ,21545,34299
10447,coco-30k,Yellow train cars sitting on sidetrack in urban area.,7526,175197
10448,coco-30k,A very bright light shining down on some signs at night.,67862,218357
10449,coco-30k,A stop sign sitting right in a flowering tree ,38648,529777
10450,coco-30k,Giraffe chewing on grasses looking over wire fence in zoo enclosure.,51762,111054
10451,coco-30k,A group of people standing at a station by a train.,72496,435481
10452,coco-30k,A double deck tour bus riding below the Big Ben Clock Tower.,82029,26501
10453,coco-30k,Signs along a street on a rainy day.,8971,93154
10454,coco-30k,a yellow pipe next to a bricked pavement and a bush.,94319,97767
10455,coco-30k,Snow covered benches near a body of water. ,55459,286591
10456,coco-30k,"A long, yellow school bus sitting in grass.",22525,479556
10457,coco-30k,A bus on a street that only allows buses.,78197,138601
10458,coco-30k,Birds perch on a bunch of twigs in the winter.,40598,143
10459,coco-30k,A tree has a no parking sign taped to its trunk.,86266,34089
10460,coco-30k,A black and white picture of vehicles and people in the street. ,87454,222548
10461,coco-30k,a giraffe standing on grass crooks its neck ,25944,316359
10462,coco-30k,A group of men is standing on a sidewalk with buses nearby.,23913,562632
10463,coco-30k,a double decker red bus stopped outside of a brick building,16461,177173
10464,coco-30k,An airplane is flying against a partly cloudy sky.,44505,69584
10465,coco-30k,A group of giraffes is standing next to a fence.,3615,482081
10466,coco-30k,a number of books and magazines near a laptop,76340,257629
10467,coco-30k,A side view of a train passing through a mountain trail.,24107,52790
10468,coco-30k,a close up of a vandalized stop sign ,14056,522940
10469,coco-30k,"A snowy, icy, empty city street and a stoplight.",5226,491470
10470,coco-30k,A double deck tour bus riding down a street.,29859,273914
10471,coco-30k,Two giraffes move around in an enclosure next to some trees.,94647,186556
10472,coco-30k,A skier standing behind a difficulty level sign on the slope,44959,243896
10473,coco-30k,An orange train engine moves down the track with one train car behind it.,19013,379800
10474,coco-30k,There is a sign with both French and English on it.,40131,495014
10475,coco-30k,A small train ride with little tracks through the grass,85657,153832
10476,coco-30k,A train engine carrying carts down a track.,8980,149588
10477,coco-30k,A single giraffe feeding on some thin tree branches.,93114,196484
10478,coco-30k,A small green sign for a state line by the road.,94303,162358
10479,coco-30k,A fire hydrant that is painted white and red,3944,486905
10480,coco-30k,a blurry photo of a yellow fire hydrant,64295,331024
10481,coco-30k,Two white doves huddle close together while sitting on a branch.,97725,375405
10482,coco-30k,A train station with an awning is depicted with a train on the right platform.,92658,25181
10483,coco-30k,A wet street with a stop sign on the corner.,46985,362123
10484,coco-30k,Several lambs and sheep standing on hay and eating it.,14312,545867
10485,coco-30k,An empty park bench sitting in front of trees.,78894,534377
10486,coco-30k,a fire hydrant on a city side walk with bushes,32666,499768
10487,coco-30k,A bus heading to Mission Ferry Plaza waiting for passengers.,22543,52952
10488,coco-30k,Two giraffe moving very quickly in the woods.,82550,211069
10489,coco-30k,A red bus stopped at a bus stop near a building.,76225,215287
10490,coco-30k,a close up of a street sign on a street corner,33868,26879
10491,coco-30k,A woman rides a horse in the middle of a street.,48487,301937
10492,coco-30k,A white bus route sign hanging from the side of a black pole.,12410,47395
10493,coco-30k,A blue road sign with arrows and the words Atlas Rd Pretoria.,61754,68838
10494,coco-30k,A woman sitting in front of the Eiffel tower near pigeons.,500,456496
10495,coco-30k,Sheep graze in a large field with trees behind them.,45278,156195
10496,coco-30k,an red and white fire truck and a red truck and buildings,10165,240119
10497,coco-30k,I am unable to see the image above.,98098,31601
10498,coco-30k,A street with barely any traffic line with street lights.,54608,567118
10499,coco-30k,Red wooden door with a stop sign requiring ID,9374,308599
10500,coco-30k,A green stop light that is hanging above the street.,18714,527379
10501,coco-30k,A sidewalk sitting along side of a building at night.,4053,390083
10502,coco-30k,A model train set sitting in front of a brick wall.,94976,214930
10503,coco-30k,A bird perched on top of a tree branch.,30576,67419
10504,coco-30k,A pile of bananas sitting on top of a white table.,60391,64409
10505,coco-30k,There is a red fire hydrant partially covered in ash.,61526,267164
10506,coco-30k,a bus on a city street next to a traffic light,76318,567013
10507,coco-30k,A bus at a traffic intersection in a city. ,28,330408
10508,coco-30k,A bus approaching an intersection at a green light. ,31003,271917
10509,coco-30k,A small red airplane on the runway at the airport. ,69578,497096
10510,coco-30k,A young woman poses by a giraffe statue which appears to give her a kiss.,39108,389453
10511,coco-30k,Seven giraffe are standing around a bush in a field.,47740,490741
10512,coco-30k,A man sitting on a train at a table using a laptop.,38029,14226
10513,coco-30k,A picture of a fire hydrant that is cut in half.,13649,149371
10514,coco-30k,AN orange version of the Eiffel tower in the middle of a city.,37838,109046
10515,coco-30k,A field filled with purple flowers and green plants.,74667,311746
10516,coco-30k,A bench sitting in a grassy area. ,19563,120831
10517,coco-30k,A rams head is on a multi-colored shelf.,90320,504256
10518,coco-30k,a green and white bus pulling up to a bus stop in a city,17072,98431
10519,coco-30k,A man holding a turkey that he murdered.,30427,1948
10520,coco-30k,A line of people is getting on to a bus.,50763,47596
10521,coco-30k,A sign hanging from the side of a building advertising a store.,41449,450786
10522,coco-30k,A wooden bench sitting on top of a grass hillside near the ocean.,7738,182179
10523,coco-30k,A man punching an innocent giraffe in the side of it's head.,64241,130599
10524,coco-30k,A gray and black bird sitting next to the ocean.,23895,63480
10525,coco-30k,A group of buses sitting in a rural area.,43033,125645
10526,coco-30k,An older man is sitting on the bus above a movie advertisement.,23623,570539
10527,coco-30k,A young girl sitting on a park bench.,99741,470536
10528,coco-30k,Two blue buses are seen parked next to each other.,12768,450479
10529,coco-30k,A street sign with direction lights covered in black,49305,105537
10530,coco-30k,A ram sitting on top of a hill in the day.,78632,192479
10531,coco-30k,a sign showing stop on the street besides buildings,7364,460962
